UNIPROT,Gene,PSMs_bio3,Peptides_bio3,Unique Peptides_bio3,PSMs_bio2,Peptides_bio2,Unique Peptides_bio2,PSMs_bio1,Peptides_bio1,Unique Peptides_bio1
Q13144,EIF2B5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P43246,MSH2,26,16,16,23,12,12,33,18,18
O14929,HAT1,7,4,4,3,2,2,14,5,5
Q8IVM0,CCDC50,3,2,2,5,4,4,NA,NA,NA
P21399,ACO1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BPW8,NIPSNAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12788,TBL3,8,6,6,NA,NA,NA,6,5,5
Q15181,PPA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BRP1,PDCD2L,NA,NA,NA,NA,NA,NA,NA,NA,NA
P24844,MYL9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IY47,KBTBD2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P29317,EPHA2,NA,NA,NA,3,2,2,NA,NA,NA
P00374,DHFR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12906,ILF3,83,36,36,64,22,22,141,39,34
O60524,NEMF,3,2,2,10,5,5,2,2,2
P48730,CSNK1D,NA,NA,NA,3,2,2,NA,NA,NA
O43660,PLRG1,12,7,7,5,4,4,16,8,8
Q9NRL3,STRN4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9HAV4,XPO5,15,11,11,14,9,9,24,14,14
P52732,KIF11,NA,NA,NA,7,5,5,NA,NA,NA
Q2VIQ3,KIF4B,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H115,NAPB,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62266,RPS23,7,4,4,18,9,9,7,5,5
Q15003,NCAPH,NA,NA,NA,14,9,9,4,2,2
Q96EY7,PTCD3,NA,NA,NA,3,2,2,NA,NA,NA
Q5VT52,RPRD2,10,8,8,4,3,3,11,8,8
Q58FG0,HSP90AA5P,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13610,PWP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62937,PPIA,27,8,8,NA,NA,NA,NA,NA,NA
Q16222,UAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96JB2,COG3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P55011,SLC12A2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12962,TAF10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99829,CPNE1,6,3,3,6,5,5,5,3,3
O43432,EIF4G3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30405,PPIF,NA,NA,NA,NA,NA,NA,NA,NA,NA
P20700,LMNB1,41,26,20,124,49,41,44,22,20
Q9H7B2,RPF2,7,4,4,6,4,4,3,3,3
Q9H1A4,ANAPC1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51659,HSD17B4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WU68,U2AF1L4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NRN7,AASDHPPT,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q08AD1,CAMSAP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05048,CSTF1,32,10,10,16,9,9,21,10,10
O43491,EPB41L2,NA,NA,NA,25,18,18,4,2,2
P56182,RRP1,NA,NA,NA,NA,NA,NA,3,2,2
P05386,RPLP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y530,OARD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y6V7,DDX49,2,2,2,NA,NA,NA,3,2,2
Q9BQG0,MYBBP1A,13,10,10,13,9,9,7,6,6
Q96EE3,SEH1L,5,3,3,3,2,2,NA,NA,NA
P60510,PPP4C,NA,NA,NA,NA,NA,NA,5,2,2
Q86YP4,GATAD2A,5,4,3,12,8,7,NA,NA,NA
O14965,AURKA,NA,NA,NA,2,2,2,NA,NA,NA
P05388,RPLP0,13,7,7,18,10,10,13,8,8
P68036,UBE2L3,5,4,3,5,3,2,7,3,3
Q14839,CHD4,17,13,13,33,19,19,21,15,15
O95983,MBD3,3,2,2,NA,NA,NA,2,2,2
Q03252,LMNB2,34,18,12,98,42,34,22,12,10
Q9GZU8,FAM192A,4,3,3,3,2,2,NA,NA,NA
Q13526,PIN1,5,2,2,11,4,4,NA,NA,NA
Q01658,DR1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96QC0,PPP1R10,9,5,5,5,4,4,8,4,4
Q9NRX1,PNO1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y314,NOSIP,14,7,7,8,4,4,13,6,6
Q9Y2X9,ZNF281,3,2,2,NA,NA,NA,NA,NA,NA
Q96ME1,FBXL18,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14647,CHD2,NA,NA,NA,NA,NA,NA,6,4,3
P32322,PYCR1,NA,NA,NA,5,3,3,2,2,2
P04183,TK1,4,2,2,NA,NA,NA,3,2,2
Q9BZL1,UBL5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WUA2,PPIL4,7,3,3,NA,NA,NA,3,2,2
P35612,ADD2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14757,CHEK1,NA,NA,NA,3,2,2,NA,NA,NA
P29372,MPG,3,2,2,NA,NA,NA,3,2,2
P24941,CDK2,6,4,3,5,3,2,7,3,2
O15481|P43366|Q96LZ2,MAGEB4|MAGEB1|MAGEB10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UK59,DBR1,3,2,2,NA,NA,NA,4,2,2
P17858,PFKL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BZX2,UCK2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P33151,CDH5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96EV2,RBM33,3,2,2,NA,NA,NA,NA,NA,NA
P30085,CMPK1,4,2,2,3,2,2,3,2,2
P35813,PPM1A,NA,NA,NA,3,2,2,NA,NA,NA
Q9NP92,MRPS30,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WX92,NELFB,3,2,2,NA,NA,NA,10,7,7
Q8TEW0,PARD3,3,2,2,3,2,2,NA,NA,NA
Q5JTH9,RRP12,11,7,7,11,5,5,9,5,5
Q5SSJ5,HP1BP3,12,6,6,24,13,13,4,3,3
Q15059,BRD3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86Y46,KRT73,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BX46,RBM24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6EEV6,SUMO4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P56537,EIF6,7,4,4,6,3,3,5,3,3
Q9NTZ6,RBM12,30,16,16,18,10,10,44,20,20
Q2NL82,TSR1,4,3,3,3,3,3,NA,NA,NA
P35226,BMI1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q14141,6-Sep,9,4,3,NA,NA,NA,NA,NA,NA
Q4V339|Q5JTY5|Q5RIA9|Q8IUF1|Q9BRT8,CBWD6|CBWD3|CBWD5|CBWD2|CBWD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13363,CTBP1,5,3,2,9,5,2,6,3,2
Q9BV38,WDR18,NA,NA,NA,5,3,3,5,3,3
Q16342,PDCD2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60518,RANBP6,NA,NA,NA,NA,NA,NA,NA,NA,NA
P30153,PPP2R1A,4,3,3,15,8,6,9,7,7
P20618,PSMB1,NA,NA,NA,3,2,2,2,2,2
P41134,ID1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NPA8,ENY2,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1L390,PLEKHG3,NA,NA,NA,3,3,3,NA,NA,NA
P48739,PITPNB,3,2,2,8,4,4,4,3,3
Q96I15,SCLY,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96EB6,SIRT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H9Y6,POLR1B,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95777,LSM8.00,2,2,2,NA,NA,NA,NA,NA,NA
Q8NI36,WDR36,13,9,9,5,4,4,10,6,6
P78406,RAE1,4,3,3,9,5,5,6,4,4
Q9NV06,DCAF13,6,5,5,5,3,3,4,3,3
P40938,RFC3,2,2,2,4,3,3,4,2,2
Q641Q2|Q9Y4E1,WASHC2A|WASHC2C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NFW8,CMAS,NA,NA,NA,4,2,2,NA,NA,NA
Q8WVM7,STAG1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H9A6,LRRC40,4,3,3,7,4,4,3,2,2
Q9BRQ6,CHCHD6,NA,NA,NA,NA,NA,NA,NA,NA,NA
O94826,TOMM70,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02413,DSG1,30,13,13,NA,NA,NA,45,18,18
P32969,RPL9,22,8,8,34,13,13,10,5,5
Q9NRR5,UBQLN4,NA,NA,NA,3,3,3,NA,NA,NA
Q9NV56,MRGBP,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UN86,G3BP2,4,3,3,13,5,5,NA,NA,NA
Q96SB4,SRPK1,7,5,5,7,4,4,3,2,2
P00367,GLUD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61289,PSME3,7,4,4,9,5,5,9,5,5
Q9UNF1,MAGED2,13,10,10,16,8,8,11,7,7
P08123,COL1A2,NA,NA,NA,NA,NA,NA,4,2,2
P05114,HMGN1,NA,NA,NA,5,2,2,NA,NA,NA
Q7RTS7,KRT74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5MIZ7,PPP4R3B,NA,NA,NA,3,2,2,NA,NA,NA
Q96JP5,ZFP91,NA,NA,NA,3,2,2,NA,NA,NA
Q12996,CSTF3,41,21,21,9,6,6,50,20,20
Q8IYI6,EXOC8,NA,NA,NA,NA,NA,NA,NA,NA,NA
P14324,FDPS,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UJK0,TSR3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62330,ARF6,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95149,SNUPN,NA,NA,NA,NA,NA,NA,NA,NA,NA
P28482,MAPK1,11,6,6,12,6,6,7,3,3
Q14566,MCM6,14,9,9,24,12,12,25,15,15
Q8TEA1,NSUN6,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51610,HCFC1,5,5,5,10,7,7,16,10,10
O60885,BRD4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92541,RTF1,5,3,3,3,3,3,5,4,4
P83731,RPL24,16,5,5,30,10,10,6,3,3
P55265,ADAR,39,19,19,28,16,16,51,24,24
P46782,RPS5,11,5,5,27,7,7,6,3,3
Q9P0L0,VAPA,NA,NA,NA,4,3,3,NA,NA,NA
Q69YN4,VIRMA,3,2,2,NA,NA,NA,3,2,2
Q9C005,DPY30,2,2,2,3,2,2,NA,NA,NA
Q99575,POP1,3,3,3,4,2,2,4,2,2
Q14151,SAFB2,30,18,10,20,11,6,30,15,11
P53004,BLVRA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13425,SNTB2,NA,NA,NA,3,2,2,NA,NA,NA
P54886,ALDH18A1,12,9,9,15,10,10,4,3,3
Q86X55,CARM1,NA,NA,NA,4,2,2,NA,NA,NA
Q9NY61,AATF,5,4,4,5,3,3,4,3,3
Q14527,HLTF,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UN37,VPS4A,NA,NA,NA,8,6,5,NA,NA,NA
Q9Y5Y2,NUBP2,NA,NA,NA,NA,NA,NA,2,2,2
Q13177,PAK2,NA,NA,NA,4,3,3,NA,NA,NA
Q15269,PWP2,5,3,3,NA,NA,NA,NA,NA,NA
Q9UNX4,WDR3,5,3,3,4,3,3,7,4,4
Q9Y5B6,PAXBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46777,RPL5,21,9,9,70,22,22,17,7,7
P50750,CDK9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y6W3,CAPN7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60981,DSTN,5,4,4,16,6,3,4,2,2
O95347,SMC2,12,10,10,37,23,23,29,20,20
Q9UG63,ABCF2,2,2,2,NA,NA,NA,NA,NA,NA
Q969S3,ZNF622,NA,NA,NA,2,2,2,NA,NA,NA
Q6P161,MRPL54,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3KQV9,UAP1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P09960,LTA4H,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16531,DDB1,17,10,10,5,4,4,19,11,11
Q5VSL9,STRIP1,NA,NA,NA,2,2,2,NA,NA,NA
P12270,TPR,20,14,14,62,39,39,19,13,13
O43447,PPIH,10,5,5,15,6,6,11,6,6
P42224,STAT1,12,10,10,14,8,8,8,6,6
P49790,NUP153,NA,NA,NA,3,3,3,NA,NA,NA
Q8IUE6,HIST2H2AB,NA,NA,NA,50,14,3,NA,NA,NA
P62273,RPS29,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7L5N1,COPS6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y2J2,EPB41L3,NA,NA,NA,6,5,5,NA,NA,NA
O00192,ARVCF,NA,NA,NA,NA,NA,NA,NA,NA,NA
P63279,UBE2I,NA,NA,NA,NA,NA,NA,3,2,2
Q29RF7,PDS5A,13,9,9,17,8,8,22,12,10
Q99501,GAS2L1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P58107,EPPK1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00762,UBE2C,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05682,CALD1,7,5,5,61,26,25,7,4,3
C9J798|O43374,RASA4B|RASA4,NA,NA,NA,NA,NA,NA,NA,NA,NA
P14174,MIF,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15517,CDSN,5,4,4,NA,NA,NA,7,3,3
P52747,ZNF143,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1L0T0,ILVBL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9BPX5,ARPC5L,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46821,MAP1B,4,3,3,15,8,8,2,2,2
Q9Y2T7,YBX2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q01581,HMGCS1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62857,RPS28,15,6,6,23,7,7,7,3,3
O15173,PGRMC2,NA,NA,NA,2,2,2,NA,NA,NA
Q9Y230,RUVBL2,15,10,10,31,17,17,19,12,12
Q9Y2D5,AKAP2,NA,NA,NA,15,11,11,NA,NA,NA
P16989,YBX3,11,7,3,NA,NA,NA,NA,NA,NA
Q9Y2L1,DIS3,14,7,7,5,4,4,17,10,10
P20936,RASA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H9T3,ELP3,NA,NA,NA,2,2,2,NA,NA,NA
Q9UH36,SRRD,NA,NA,NA,NA,NA,NA,NA,NA,NA
P63173,RPL38,14,5,5,33,6,6,14,5,5
Q5SW96,LDLRAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y3I0,RTCB,43,20,20,29,14,14,50,21,21
P33552,CKS2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62841,RPS15,8,4,4,16,8,8,NA,NA,NA
P19623,SRM,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5T0N5,FNBP1L,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UL46,PSME2,NA,NA,NA,8,4,4,NA,NA,NA
Q96PZ0,PUS7,NA,NA,NA,3,2,2,6,4,4
Q14980,NUMA1,42,26,25,69,39,38,60,31,30
P16104,H2AFX,NA,NA,NA,49,13,2,NA,NA,NA
P05198,EIF2S1,20,10,10,27,11,11,17,9,9
Q9NUQ9,FAM49B,NA,NA,NA,NA,NA,NA,NA,NA,NA
P50454,SERPINH1,6,5,5,17,9,9,10,5,5
P04259,KRT6B,70,27,2,42,20,2,103,31,2
P61247,RPS3A,44,19,19,96,29,29,26,10,10
Q03701,CEBPZ,4,3,3,2,2,2,3,2,2
P35227,PCGF2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y4A5,TRRAP,NA,NA,NA,NA,NA,NA,NA,NA,NA
P39023,RPL3,39,15,15,76,26,26,26,13,13
O14744,PRMT5,4,2,2,4,3,3,NA,NA,NA
P19174,PLCG1,NA,NA,NA,4,3,3,NA,NA,NA
Q01831,XPC,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NTM9,CUTC,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51571,SSR4,NA,NA,NA,NA,NA,NA,2,2,2
Q9BTE3,MCMBP,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15479,MAGEB2,8,4,4,13,7,7,5,3,3
P62277,RPS13,27,12,12,43,15,15,15,8,8
Q96EP5,DAZAP1,23,5,5,6,4,4,28,5,5
Q96ST3,SIN3A,NA,NA,NA,5,4,4,8,6,6
P07199,CENPB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UHB7,AFF4,NA,NA,NA,NA,NA,NA,NA,NA,NA
O94925,GLS,NA,NA,NA,NA,NA,NA,NA,NA,NA
P18621,RPL17,17,9,9,35,13,12,21,8,8
Q9P2B4,CTTNBP2NL,NA,NA,NA,3,3,3,NA,NA,NA
A0JLT2,MED19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q02878,RPL6,31,14,14,56,21,21,22,11,11
O95670,ATP6V1G2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P40763,STAT3,6,5,5,5,3,3,4,3,3
P22694,PRKACB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13356,PPIL2,4,3,3,NA,NA,NA,2,2,2
Q9Y265,RUVBL1,16,11,11,18,10,10,22,12,12
Q9NWT1,PAK1IP1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P29401,TKT,20,9,9,29,14,14,27,16,16
Q92889,ERCC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y5S9,RBM8A,4,3,3,2,2,2,8,4,4
Q9NVM6,DNAJC17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96P70,IPO9,NA,NA,NA,NA,NA,NA,2,2,2
Q9NX20,MRPL16,6,5,5,2,2,2,NA,NA,NA
P04083,ANXA1,37,15,15,41,15,15,34,14,14
P10155,TROVE2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92973,TNPO1,17,10,10,15,7,7,17,10,10
Q9UBF1,MAGEC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75122,CLASP2,NA,NA,NA,4,2,2,NA,NA,NA
Q9NZT2,OGFR,NA,NA,NA,3,2,2,NA,NA,NA
O75449,KATNA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y5Z7,HCFC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62913,RPL11,8,3,3,19,8,8,8,3,3
Q09666,AHNAK,129,76,76,609,231,231,185,101,101
Q9Y224,RTRAF,32,14,14,26,12,12,43,15,15
P61956,SUMO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6NDU8,C5orf51,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43818,RRP9,5,4,4,3,2,2,7,4,4
P20290,BTF3,3,3,3,8,4,4,NA,NA,NA
Q9H4L5,OSBPL3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62424,RPL7A,31,14,14,67,27,27,16,10,10
O15020,SPTBN2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P55060,CSE1L,23,13,13,25,17,17,37,20,20
Q6ZVX7,NCCRP1,NA,NA,NA,NA,NA,NA,2,2,2
P10809,HSPD1,16,11,11,28,15,15,26,14,14
P0DP23|P0DP24|P0DP25,CALM1|CALM2|CALM3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P28072,PSMB6,NA,NA,NA,4,2,2,4,2,2
Q8N8D1,PDCD7,NA,NA,NA,NA,NA,NA,NA,NA,NA
O14787,TNPO2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08779,KRT16,73,31,16,36,19,7,111,35,19
Q9Y6E2,BZW2,NA,NA,NA,3,2,2,2,2,2
Q7L2E3,DHX30,11,7,7,7,5,5,3,2,2
Q8NHV4,NEDD1,NA,NA,NA,NA,NA,NA,NA,NA,NA
O43795,MYO1B,3,2,2,19,11,11,NA,NA,NA
P53350,PLK1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35268,RPL22,8,4,4,16,7,7,3,2,2
P36405,ARL3.00,NA,NA,NA,3,2,2,NA,NA,NA
P35579,MYH9,158,74,69,650,153,133,170,77,77
P36578,RPL4,50,24,24,93,33,33,33,15,15
P30520,ADSS,NA,NA,NA,5,2,2,NA,NA,NA
P33316,DUT,NA,NA,NA,3,2,2,NA,NA,NA
P62906,RPL10A,23,8,8,44,12,12,16,6,6
Q9NP66,HMG20A,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15056,EIF4H,14,9,9,19,9,9,14,7,7
O14818,PSMA7,8,5,5,11,6,6,10,5,5
Q9UNS2,COPS3,NA,NA,NA,3,2,2,NA,NA,NA
Q9Y5B8,NME7,2,2,2,2,2,2,4,3,3
Q09028,RBBP4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99747,NAPG,NA,NA,NA,8,5,5,NA,NA,NA
Q9UQM7,CAMK2A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49916,LIG3,3,2,2,2,2,2,6,6,6
P45983,MAPK8,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1L020,MEX3A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P35221,CTNNA1,NA,NA,NA,16,10,10,NA,NA,NA
Q9H832,UBE2Z,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q16576,RBBP7,9,6,6,17,8,8,21,9,9
Q7KZF4,SND1,40,22,22,52,28,28,22,15,15
P17948,FLT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y5V0,ZNF706,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62753,RPS6,38,13,13,65,19,19,21,8,8
Q12849,GRSF1,7,4,4,4,2,2,NA,NA,NA
Q01130,SRSF2,12,4,4,3,2,2,8,3,3
P35611,ADD1,NA,NA,NA,7,4,4,NA,NA,NA
Q96J01,THOC3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y3U8,RPL36,10,3,3,18,5,5,8,3,3
P25788,PSMA3,NA,NA,NA,10,5,5,NA,NA,NA
Q9Y281,CFL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
P51665,PSMD7,NA,NA,NA,4,2,2,3,2,2
Q15154,PCM1,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08865,RPSA,13,7,7,23,10,10,11,7,7
Q5VUA4,ZNF318,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NZW5,MPP6,NA,NA,NA,7,6,6,NA,NA,NA
Q6NZI2,CAVIN1,NA,NA,NA,8,4,4,NA,NA,NA
P54578,USP14,NA,NA,NA,2,2,2,4,3,3
O95292,VAPB,NA,NA,NA,NA,NA,NA,NA,NA,NA
P81877|Q9BWG4|Q9BWW4,SSBP2|SSBP4|SSBP3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P22695,UQCRC2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9C075,KRT23,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y2K7,KDM2A,NA,NA,NA,NA,NA,NA,NA,NA,NA
P52756,RBM5,19,13,12,4,4,3,12,8,6
Q8TB52,FBXO30,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y5P6,GMPPB,NA,NA,NA,NA,NA,NA,NA,NA,NA
P46783,RPS10,20,7,7,32,12,12,13,5,5
P42766,RPL35,15,5,5,30,11,9,4,3,3
P61962,DCAF7,2,2,2,NA,NA,NA,NA,NA,NA
Q96AE4,FUBP1,172,35,27,113,31,25,162,33,25
Q96AG4,LRRC59,3,2,2,14,7,7,6,4,4
P51570,GALK1,2,2,2,2,2,2,5,3,3
P49247,RPIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15523,DDX3Y,NA,NA,NA,NA,NA,NA,NA,NA,NA
P49721,PSMB2,NA,NA,NA,NA,NA,NA,3,2,2
P98172,EFNB1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8NDF8,PAPD5,NA,NA,NA,2,2,2,NA,NA,NA
Q66K74,MAP1S,NA,NA,NA,2,2,2,NA,NA,NA
Q86VP6,CAND1,2,2,2,3,2,2,10,7,7
Q9BQ16,SPOCK3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H2H8,PPIL3,NA,NA,NA,NA,NA,NA,NA,NA,NA
P31939,ATIC,NA,NA,NA,6,4,4,NA,NA,NA
Q6AI08,HEATR6,NA,NA,NA,NA,NA,NA,NA,NA,NA
O75330,HMMR,NA,NA,NA,NA,NA,NA,NA,NA,NA
O60869,EDF1,3,2,2,6,4,4,3,2,2
P30040,ERP29,NA,NA,NA,NA,NA,NA,NA,NA,NA
P62136,PPP1CA,12,6,3,11,6,6,19,8,5
Q13409,DYNC1I2,NA,NA,NA,2,2,2,NA,NA,NA
P53621,COPA,10,6,6,17,9,9,13,8,8
O43293,DAPK3,NA,NA,NA,2,2,2,NA,NA,NA
P62241,RPS8,30,10,10,51,15,15,25,9,9
O00165,HAX1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q00534,CDK6,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15371,EIF3D,23,12,12,26,12,12,10,6,6
Q9NSY1,BMP2K,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61513,RPL37A,4,2,2,6,3,3,NA,NA,NA
P06733,ENO1,56,26,26,107,34,34,67,23,23
Q9H2G2,SLK,NA,NA,NA,NA,NA,NA,NA,NA,NA
O95229,ZWINT,NA,NA,NA,3,2,2,NA,NA,NA
P17612,PRKACA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9ULV4,CORO1C,7,4,4,23,11,11,5,3,3
P46109,CRKL,NA,NA,NA,5,4,4,8,5,5
Q14651,PLS1,NA,NA,NA,3,2,2,NA,NA,NA
P42677,RPS27,7,3,3,10,3,2,7,3,2
P29373,CRABP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q12792,TWF1,5,3,3,5,3,2,NA,NA,NA
Q01650,SLC7A5,NA,NA,NA,2,2,2,NA,NA,NA
P42166,TMPO,17,11,7,28,13,5,19,11,7
Q9NRX4,PHPT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9Y6D9,MAD1L1,6,4,4,12,7,7,3,3,3
Q9BSJ8,ESYT1,4,3,3,11,7,7,5,4,4
Q9HD33,MRPL47,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9UPN9,TRIM33,NA,NA,NA,3,3,3,3,3,3
Q9H0U3,MAGT1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8WUF5,PPP1R13L,NA,NA,NA,9,7,7,NA,NA,NA
O00273,DFFA,2,2,2,4,2,2,NA,NA,NA
Q96FF9,CDCA5,NA,NA,NA,NA,NA,NA,NA,NA,NA
P60660,MYL6,14,6,6,53,9,9,12,5,5
P18124,RPL7,37,15,15,56,18,18,30,12,12
Q9NY12,GAR1,4,2,2,NA,NA,NA,2,2,2
P46926,GNPDA1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NQU5,PAK6,NA,NA,NA,NA,NA,NA,NA,NA,NA
P56545,CTBP2,8,4,3,10,5,2,8,5,4
Q9H2P0,ADNP,5,5,5,7,4,4,3,3,3
Q92905,COPS5,NA,NA,NA,4,2,2,NA,NA,NA
